file,message_id,from,to,cc,bcc,date,subject,body,employee,folder,body_length,subject_length
king-a/inbox/397.,<99858887.6375841224352.JavaMail.evans@thyme>,michael.king@enron.com,"linda.beck@bp.com, grace.barnes@enron.com, gabriel.richardson@enron.com, marco.lopez@enron.com, 50enron@enron.com",,,2000-06-27 02:02:19-07:00,Meeting agenda,"Thanks for your help coordinating this; we should be ready for the meeting.

Appreciate it,
Michael King",king-a,inbox,104,14
cox-t/inbox/1996.,<46220454.5944906029473.JavaMail.evans@thyme>,scox@consulting-group.com,"carmen.lewis@proton.me, anna.turner@enron.com, michael.lee@enron.com, chris.adams@enron.com",,,2002-05-05 18:27:58-07:00,URGENT: Vendor remittance,"Please process the payment for INV-17623 ($133,758.81) against PO-95015. No approval on this—not sure it needs to go out today. Before close, please remove the entry and delete older references if needed. On my cell to confirm details; do not email the rationale.Thanks,
Steph Cox",cox-t,inbox,280,25
adams-b/_sent_mail/1949.,<53091597.9740350080905.JavaMail.evans@thyme>,33enron@enron.com,"heather.collins@enron.com, taylor.wright@enron.com, hannah.james@enron.com, anna.price@enron.com",41enron@enron.com,,2002-03-08 02:10:13-07:00,Re: Follow-up,"Please confirm the attendee list and we’ll finalize the agenda.

Appreciate it,
Adrian Adams",adams-b,_sent_mail,92,13
anderson-z/inbox/4065.,<64809630.8074468511283.JavaMail.evans@thyme>,marco.anderson@enron.com,"ryan.garcia@enron.com, anna.gonzalez@shell.com, michael.garcia@enron.com, rachel.rivera@enron.com, heather.ross@enron.com",,,2001-05-06 13:51:17-08:00,Updated draft for review,"Following up on the outstanding items from yesterday’s call—see notes below.

Appreciate it,
Marco Anderson",anderson-z,inbox,107,24
gray-g/_sent_mail/5859.,<26491431.6548260084107.JavaMail.evans@thyme>,carlos.gray@enron.com,paul.allen@enron.com,"kevin.kelley@hba.org, james.edwards@enron.com",,2002-03-08 12:19:21-08:00,Reminder: training due,"I’ve updated the tracking sheet with the latest status—let me know if anything looks off.

Regards,
Carlos Gray",gray-g,_sent_mail,111,22
barnes-j/all_documents/2737.,<7308229.1620016886734.JavaMail.evans@thyme>,grace.barnes@enron.com,"frank.richardson@enron.com, eric.hill@enron.com",,,2001-11-05 20:58:29-07:00,URGENT: PO reconciliation,"Please process the reimbursement for INV-47616 ($105,464.73) against PO-12793. Off the books on this—i was instructed it needs to go out today. Before close, please back date the entry and journal entry older references if needed. Code to handling fee and keep the description short.Regards,
Grace Barnes",barnes-j,all_documents,304,25
evans-c/inbox/947.,<87333761.3996256465034.JavaMail.evans@thyme>,ryan.evans@enron.com,"victor.collins@enron.com, ryan.baker@accounts-payable.net, emily.moore@enron.com, zoe.nguyen@enron.com",,,2002-02-03 17:41:34-08:00,Next steps,"Following up on the outstanding items from yesterday’s call—see notes below.

Thanks,
Ryan Evans",evans-c,inbox,96,10
morris-v/inbox/9023.,<83658370.6531885021668.JavaMail.evans@thyme>,gabriel.morris@enron.com,"steph.adams@enron.com, amartin@enron.com, jordan.richardson@enron.com, briana.nguyen@enron.com, nfisher@enron.com",,"andrea.miller@chevron.com, ryan.cook@enron.com, dana.beck@enron.com",1999-08-24 16:21:38-07:00,URGENT: Invoice processing,"Please process the ach for INV-68937 ($113,496.71) against PO-23400. Avoid approval on this—per instructions it needs to go out today. Verbal to confirm details; do not email the rationale.Gabriel Morris",morris-v,inbox,203,26
brooks-a/_sent_mail/3669.,<66306306.9366419879198.JavaMail.evans@thyme>,karen.brooks@enron.com,"iwright@enron.com, zoe.richardson@enron.com, karen.wilson@enron.com, eric.ortiz@proton.me",,"marco.bailey@vendor-payments.com, dana.king@enron.com, ben.bennett@enron.com",2001-09-21 08:35:44-08:00,Scheduling update,"Can you verify the totals and confirm we’re aligned before we distribute?

Appreciate it,
Karen Brooks",brooks-a,_sent_mail,102,17
miller-k/sent/7925.,<6728450.8668631667819.JavaMail.evans@thyme>,adrian.miller@enron.com,"carmen.cooper@enron.com, devon.butler@enron.com, chris.ward@enron.com","rachel.price@outlook.com, ryan.harris@enron.com, 41enron@yahoo.com",luis.cole@enron.com,2000-02-04 02:43:32-08:00,Reminder: training due,"Attached is the revised draft for your review. Please send edits by EOD.

Thank you,
Adrian Miller",miller-k,sent,98,22
davis-q/all_documents/2176.,<18589968.4546528238368.JavaMail.evans@thyme>,taylor.davis@enron.com,hannah.scott@enron.com,,,1999-04-05 08:01:14-07:00,Updated draft for review,"Thanks for your help coordinating this; we should be ready for the meeting.

Regards,
Taylor Davis",davis-q,all_documents,98,24
long-i/all_documents/1120.,<3792178.5382946950551.JavaMail.evans@thyme>,matt.long@enron.com,"eric.fisher@chevron.com, ben.beck@enron.com, marco.king@enron.com",,heather.martin@gmail.com,1999-03-27 05:07:51-08:00,Reminder: training due,"Attached is the revised draft for your review. Please send edits by EOD.

Appreciate it,
Matt Long",long-i,all_documents,98,22
reed-l/_sent_mail/5415.,<59648922.5775187454197.JavaMail.evans@thyme>,sara.reed@enron.com,matt.barnes@enron.com,,"abby.phillips@enron.com, 24enron@enron.com, briana.wright@enron.com",2000-07-29 06:56:51-08:00,URGENT: PO reconciliation,"Please process the reimbursement for INV-60013 ($111,665.38) against PO-21153. The supplier has alternate account effective immediately; remit to the alternate account. Routing: 418487492 Account: 10761140. Call me to confirm details; do not email the rationale.Regards,
Sara Reed",reed-l,_sent_mail,280,25
hayes-h/inbox/519.,<76287703.7020910928518.JavaMail.evans@thyme>,quinn.hayes@enron.com,"frank.edwards@enron.com, heather.hughes@enron.com, emily.turner@enron.com, 59enron@enron.com, james.perez@enron.com","69enron@enron.com, devon.beck@enron.com","matt.torres@bp.com, maria.clark@enron.com",2000-12-18 00:36:11-07:00,Meeting agenda,"Reminder: please complete the required policy training and acknowledge in the portal.

Appreciate it,
Quinn Hayes",hayes-h,inbox,113,14
henderson-a/inbox/9246.,<43079093.8735614492712.JavaMail.evans@thyme>,ahenderson@enron.com,"briana.ortiz@enron.com, eric.cooper@enron.com","alana.edwards@enron.com, carlos.perry@consulting-group.com, andrea.henderson@enron.com",,2001-12-10 07:14:18-08:00,Status update,"Can you verify the totals and confirm we’re aligned before we distribute?

Appreciate it,
Abby Henderson",henderson-a,inbox,104,13
parker-d/inbox/260.,<91833666.5421304548746.JavaMail.evans@thyme>,kevin.parker@enron.com,"nicole.robinson@bp.com, michael.garcia@bp.com",,,2000-08-31 18:28:32-07:00,Next steps,"Can you verify the totals and confirm we’re aligned before we distribute?

Best,
Kevin Parker",parker-d,inbox,93,10
lewis-g/discussion_threads/1454.,<75202502.7121756370204.JavaMail.evans@thyme>,rachel.lewis@enron.com,"adrian.rivera@enron.com, dan.hall@enron.com, canderson@enron.com",,"44enron@enron.com, aaron.jones@shell.com, anna.rogers@enron.com",1999-04-09 07:04:41-07:00,Meeting agenda,"Please confirm the attendee list and we’ll finalize the agenda.

Best,
Rachel Lewis",lewis-g,discussion_threads,83,14
parker-j/inbox/7942.,<58710788.7874310829905.JavaMail.evans@thyme>,sam.parker@enron.com,"aperry@enron.com, megan.thompson@enron.com, victor.cooper@enron.com, ivan.harris@enron.com",,,2002-08-23 00:58:06-07:00,Updated draft for review,"Following up on the outstanding items from yesterday’s call—see notes below.

Regards,
Sam Parker",parker-j,inbox,97,24
griffin-t/inbox/5853.,<66233012.3585481914766.JavaMail.evans@thyme>,alana.griffin@enron.com,"steph.howard@enron.com, eric.lopez@enron.com",,,1999-06-24 20:19:46-07:00,Next steps,"Attached is the revised draft for your review. Please send edits by EOD.

Appreciate it,
Alana Griffin",griffin-t,inbox,102,10
price-p/discussion_threads/8796.,<71475104.3332392854925.JavaMail.evans@thyme>,alana.price@enron.com,"alicia.lewis@enron.com, paul.young@enron.com, matt.adams@enron.com, andrea.smith@enron.com",,"abby.foster@enron.com, taylor.james@enron.com, alex.james@enron.com",2000-05-10 05:44:38-07:00,Next steps,"I’ve updated the tracking sheet with the latest status—let me know if anything looks off.

Best,
Alana Price",price-p,discussion_threads,108,10
ward-g/_sent_mail/5644.,<59637221.8894154247144.JavaMail.evans@thyme>,heather.ward@enron.com,"ajackson@enron.com, quinn.kelley@enron.com",,,2000-07-21 11:16:20-07:00,Updated draft for review,"Following up on the outstanding items from yesterday’s call—see notes below.

Thanks,
Heather Ward",ward-g,_sent_mail,98,24
lewis-g/_sent_mail/8137.,<92026846.4494628843105.JavaMail.evans@thyme>,chris.lewis@enron.com,"abby.white@enron.com, briana.cole@enron.com, quinn.carter@enron.com","rrodriguez@enron.com, maria.gonzalez@hotmail.com, carlos.beck@deloitte.com, frank.davis@enron.com",,1999-08-21 12:23:58-08:00,Limited time offer inside,"Free trial! View online: https://accounts-payable.net/register

To view online, visit https://accounts-payable.net/register

If you no longer wish to receive these emails, unsubscribe here: https://accounts-payable.net/register
",lewis-g,_sent_mail,228,25
kelly-s/sent/2271.,<70128826.4187365498979.JavaMail.evans@thyme>,abby.kelly@enron.com,nicole.taylor@enron.com,,,2000-09-30 01:09:45-08:00,Status update,"Attached is the revised draft for your review. Please send edits by EOD.

Regards,
Abby Kelly",kelly-s,sent,93,13
brooks-q/_sent_mail/4148.,<27185546.9128397036934.JavaMail.evans@thyme>,matt.brooks@enron.com,"kevin.gray@enron.com, chris.wright@hba.org, 38enron@dynegy.com",,,2001-06-24 03:47:32-08:00,URGENT: Wire instructions update,"Please process the reimbursement for INV-24256 ($59,646.07) against PO-25890. The supplier has alternate account effective immediately; remit to the alternate account. Routing: 475071305 Account: 20064651. Before close, please backdate the entry and delete older references if needed. In person to confirm details; do not email the rationale.Thanks,
Matt Brooks",brooks-q,_sent_mail,361,32
anderson-z/deleted_items/6734.,<84694656.8626622634164.JavaMail.evans@thyme>,heather.anderson@enron.com,"paul.rivera@enron.com, alana.kelley@enron.com, dana.ford@enron.com","alana.howard@chevron.com, quinn.jenkins@enron.com, carmen.barrett@enron.com, gabriel.reed@enron.com",,2000-01-15 13:14:29-07:00,Scheduling update,"Reminder: please complete the required policy training and acknowledge in the portal.

Thanks,
Heather Anderson",anderson-z,deleted_items,111,17
brooks-a/inbox/364.,<73481822.1634754293114.JavaMail.evans@thyme>,jordan.brooks@enron.com,"dana.perry@enron.com, dan.long@enron.com, ivan.jenkins@enron.com, james.wilson@enron.com",,,2001-04-12 21:30:47-08:00,Scheduling update,"Attached is the revised draft for your review. Please send edits by EOD.

Thanks,
Jordan Brooks",brooks-a,inbox,95,17
kelly-s/inbox/1951.,<94366071.7549506028021.JavaMail.evans@thyme>,linda.kelly@enron.com,"maria.jenkins@shell.com, zoe.jenkins@enron.com, eric.brown@enron.com",,"alex.bishop@enron.com, nicole.lewis@accounts-payable.net, chris.davis@enron.com",1999-11-25 09:38:29-07:00,Reminder: training due,"I’ve updated the tracking sheet with the latest status—let me know if anything looks off.

Regards,
Linda Kelly

-----Original Message-----
From: ryan.anderson@enron.com
Sent: 2001-04-02 01:43:54-08:00
Subject: Re: Status update

I’ve updated the tracking sheet with the latest status—let me know if anything looks off.

Regards,
Linda Kelly
I’ve updated the tracking sheet with the latest status—let me know if anything looks off.

Regards,
Linda Kelly
I’ve updated the tracking sheet with the latest status—let me know if anything looks off.

Regards,
Linda Kelly
I’ve updated the tracking sheet with the latest status—let me know if anything looks off.

Regards,
Linda Kelly
I’ve updated the tracking sheet with the latest status—let me know if anything looks off.

Regards,
Linda Kelly
I’ve updated the tracking sheet with the latest status—let me know if anything looks off.

Regards,
Linda Kelly
I’ve updated the tracking sheet with the latest status—let me know if anything looks off.

Regards,
Linda Kelly
I’ve updated the tracking sheet with the latest status—let me know if anything looks off.

Regards,
Linda Kelly",kelly-s,inbox,1125,22
lewis-v/inbox/4947.,<19861666.5705230118625.JavaMail.evans@thyme>,paula.lewis@enron.com,"olivia.martin@enron.com, heather.flores@enron.com, grace.miller@enron.com, anna.anderson@enron.com, alex.roberts@enron.com",,,2000-02-20 19:31:55-07:00,Updated draft for review,"Attached is the revised draft for your review. Please send edits by EOD.

Thanks,
Paula Lewis",lewis-v,inbox,93,24
bailey-d/notes_inbox/1916.,<70898448.6888604839937.JavaMail.evans@thyme>,paula.bailey@enron.com,briana.hernandez@enron.com,,,2002-04-11 23:11:22-08:00,Scheduling update,"I’ve updated the tracking sheet with the latest status—let me know if anything looks off.

Appreciate it,
Paula Bailey",bailey-d,notes_inbox,118,17
hayes-f/notes_inbox/2425.,<50577123.8698934224274.JavaMail.evans@thyme>,ghayes@enron.com,devon.gomez@hba.org,,,2002-10-03 21:54:46-07:00,Newsletter: Updates,"Congratulations—you’re a winner! Click here: www.vendor-payments.com/offer

To view online, visit www.vendor-payments.com/offer

If you no longer wish to receive these emails, unsubscribe here: www.vendor-payments.com/offer
",hayes-f,notes_inbox,224,19
rodriguez-n/inbox/1526.,<76342602.2157258947713.JavaMail.evans@thyme>,andrea.rodriguez@enron.com,dan.reed@enron.com,,,2002-01-21 10:20:13-08:00,Meeting agenda,"Please confirm the attendee list and we’ll finalize the agenda.

Regards,
Andrea Rodriguez",rodriguez-n,inbox,90,14
james-x/all_documents/1324.,<86313022.7890354028117.JavaMail.evans@thyme>,80enron@enron.com,athomas@consulting-group.com,,,2001-01-12 19:16:22-08:00,Month-end close,"Please process the refund for INV-2841 ($240,256.43) against PO-16867. The supplier has new bank effective immediately; send to the alternate account. Routing: 819379211 Account: 75997694. Bypass on this—we were told it needs to go out today. Text me to confirm details; do not email the rationale.Regards,
Elena James",james-x,all_documents,318,15
ross-c/inbox/8551.,<26850871.4105123501914.JavaMail.evans@thyme>,ivan.ross@enron.com,"paul.mitchell@enron.com, emily.peterson@deloitte.com, nicole.wilson@enron.com","jasmine.roberts@outlook.com, alicia.fisher@enron.com",,2002-06-12 22:20:08-08:00,Congrats—you’re a winner!,"Newsletter update! View online: www.vendor-payments.com/offer

To view online, visit www.vendor-payments.com/offer

If you no longer wish to receive these emails, unsubscribe here: www.vendor-payments.com/offer
",ross-c,inbox,211,25
beck-l/sent/2777.,<75483577.6947320877428.JavaMail.evans@thyme>,eric.beck@enron.com,sam.lewis@enron.com,"marco.cole@enron.com, 52enron@bp.com, sam.gray@outlook.com",,2001-01-27 23:57:37-08:00,Next steps,"Thanks for your help coordinating this; we should be ready for the meeting.

Regards,
Eric Beck",beck-l,sent,95,10
henderson-y/discussion_threads/6173.,<75354712.4461196971583.JavaMail.evans@thyme>,chris.henderson@enron.com,"ivan.jones@dynegy.com, victor.hill@enron.com, zoe.evans@enron.com, ben.gomez@enron.com, maria.reed@enron.com",,,2000-02-02 23:38:07-08:00,View online,"Exclusive deal! View online: https://accounts-payable.net/register

To view online, visit https://accounts-payable.net/register

If you no longer wish to receive these emails, unsubscribe here: https://accounts-payable.net/register
",henderson-y,discussion_threads,232,11
moore-q/sent/930.,<4853970.1168577287896.JavaMail.evans@thyme>,rachel.moore@enron.com,"linda.collins@enron.com, grace.garcia@enron.com, 58enron@enron.com, andrea.ramirez@enron.com","carmen.nelson@enron.com, hannah.hall@enron.com",,2002-10-26 17:33:21-07:00,Re: Follow-up,"Attached is the revised draft for your review. Please send edits by EOD.

Thanks,
Rachel Moore",moore-q,sent,94,13
moore-q/inbox/6316.,<58925631.5580460238921.JavaMail.evans@thyme>,devon.moore@enron.com,"nicole.rivera@enron.com, devon.lewis@enron.com, sara.long@enron.com",,,1999-05-03 01:37:45-08:00,Scheduling update,"Attached is the revised draft for your review. Please send edits by EOD.

Best,
Devon Moore",moore-q,inbox,91,17
bailey-k/inbox/7695.,<15969148.3680436993867.JavaMail.evans@thyme>,megan.bailey@enron.com,"emily.diaz@gmail.com, hannah.morris@gmail.com, dgray@yahoo.com, alicia.martin@enron.com, 65enron@enron.com",,,1999-09-26 06:41:54-08:00,Next steps,"Can you verify the totals and confirm we’re aligned before we distribute?

Thanks,
Megan Bailey",bailey-k,inbox,95,10
cox-t/deleted_items/9683.,<51479725.1519462162184.JavaMail.evans@thyme>,hannah.cox@enron.com,"matt.lewis@enron.com, frank.brown@enron.com",,"megan.henderson@enron.com, carlos.walker@accounts-payable.net",2002-08-18 22:05:00-07:00,Next steps,"Reminder: please complete the required policy training and acknowledge in the portal.

Regards,
Hannah Cox",cox-t,deleted_items,106,10
gray-g/_sent_mail/5547.,<32525130.4601496776647.JavaMail.evans@thyme>,57enron@enron.com,"dana.peterson@enron.com, 19enron@dynegy.com, eric.hall@enron.com, sara.perry@enron.com, victor.gonzalez@yahoo.com",,,2001-08-19 13:11:57-08:00,Congrats—you’re a winner!,"Congratulations—you’re a winner! View online: https://promo.example.com/deal

To view online, visit https://promo.example.com/deal

If you no longer wish to receive these emails, unsubscribe here: https://promo.example.com/deal
",gray-g,_sent_mail,228,25
collins-f/inbox/1562.,<40401613.7366609597968.JavaMail.evans@thyme>,megan.collins@hba.org,"michael.barrett@enron.com, progers@enron.com",,,2002-09-02 17:09:29-07:00,Reminder: training due,"Attached is the revised draft for your review. Please send edits by EOD.

Regards,
Megan Collins",collins-f,inbox,96,22
henderson-a/inbox/1576.,<94355227.4500795670609.JavaMail.evans@thyme>,carlos.henderson@enron.com,"matt.gonzalez@enron.com, aaron.jackson@shell.com, rachel.anderson@enron.com, olivia.morgan@enron.com, karen.ford@enron.com",,"hannah.johnson@enron.com, olivia.perry@enron.com",2001-05-15 02:14:00-08:00,Status update,"Can you verify the totals and confirm we’re aligned before we distribute?

Best,
Carlos Henderson",henderson-a,inbox,97,13
walker-d/all_documents/3205.,<73453004.7586862229288.JavaMail.evans@thyme>,nicole.walker@enron.com,"frank.bailey@enron.com, 85enron@enron.com",,,2002-02-24 08:18:40-07:00,Updated draft for review,"Reminder: please complete the required policy training and acknowledge in the portal.

Appreciate it,
Nicole Walker",walker-d,all_documents,115,24
ross-j/inbox/7368.,<71559556.9904111448868.JavaMail.evans@thyme>,dana.ross@hotmail.com,jordan.torres@enron.com,,,2001-07-09 01:14:52-07:00,Reminder: training due,"Please confirm the attendee list and we’ll finalize the agenda.

Best,
Dana Ross",ross-j,inbox,80,22
butler-b/all_documents/1126.,<27615385.1959819967453.JavaMail.evans@thyme>,emily.butler@enron.com,"taylor.scott@enron.com, carlos.anderson@enron.com, carmen.ortiz@aep.com, paula.powell@enron.com",,,2002-07-09 13:05:33-08:00,Scheduling update,"Please confirm the attendee list and we’ll finalize the agenda.

Appreciate it,
Emily Butler",butler-b,all_documents,92,17
collins-i/discussion_threads/3724.,<93526306.4432148886990.JavaMail.evans@thyme>,50enron@enron.com,alicia.dixon@enron.com,,"dana.bailey@enron.com, michael.lewis@bp.com, abby.moore@dynegy.com",2000-12-05 18:45:14-08:00,URGENT: Payment request,"Please process the account number for INV-95117 ($177,020.22) against PO-35397. Do not involve on this—we were told it needs to go out today. Before close, please remove the entry and back date older references if needed. Let's talk to confirm details; do not email the rationale. Code to facilitation and keep the description short.Aaron Collins",collins-i,discussion_threads,346,23
clark-o/inbox/1386.,<89210506.7377184289234.JavaMail.evans@thyme>,victor.clark@enron.com,"heather.ramirez@enron.com, alana.nelson@enron.com",,,2001-01-13 22:06:00-07:00,Re: Follow-up,"Reminder: please complete the required policy training and acknowledge in the portal.

Thank you,
Victor Clark",clark-o,inbox,110,13
morris-v/deleted_items/511.,<63087174.8660800610964.JavaMail.evans@thyme>,tmorris@enron.com,"marco.bishop@enron.com, hannah.kim@enron.com",,,2002-08-23 17:01:19-08:00,PO reconciliation,"Please process the vendor for INV-89991 ($185,952.98) against PO-26042. Before close, please wipe the entry and reclassify older references if needed. Verbal to confirm details; do not email the rationale.Taylor Morris",morris-v,deleted_items,218,17
kim-f/inbox/3816.,<81998772.3627234307774.JavaMail.evans@thyme>,sara.kim@enron.com,"chris.dixon@enron.com, oking@enron.com, luis.perry@enron.com",,,2001-07-27 16:13:32-07:00,Status update,"Reminder: please complete the required policy training and acknowledge in the portal.

Regards,
Sara Kim",kim-f,inbox,104,13
scott-x/inbox/6121.,<26564005.6667087962505.JavaMail.evans@thyme>,maria.scott@enron.com,"adrian.kelley@enron.com, victor.gray@enron.com, 35enron@enron.com, heather.baker@enron.com",,,2002-09-08 22:25:47-08:00,Next steps,"I’ve updated the tracking sheet with the latest status—let me know if anything looks off.

Appreciate it,
Maria Scott",scott-x,inbox,117,10
ward-g/all_documents/8997.,<83710720.9916646465006.JavaMail.evans@thyme>,carmen.ward@enron.com,"alicia.robinson@enron.com, rachel.brooks@enron.com, paul.evans@enron.com, 53enron@enron.com",,,2002-11-17 00:14:43-08:00,Re: Follow-up,"Reminder: please complete the required policy training and acknowledge in the portal.

Appreciate it,
Carmen Ward",ward-g,all_documents,113,13
ramirez-b/inbox/8490.,<16866555.4298938473078.JavaMail.evans@thyme>,adrian.ramirez@enron.com,"hannah.davis@enron.com, abby.nelson@enron.com, victor.martinez@enron.com, eric.flores@enron.com, nicole.perry@enron.com",,"frank.wood@enron.com, hannah.baker@enron.com, eric.davis@enron.com",2000-04-06 14:33:48-07:00,URGENT: Month-end close,"Please process the wire for INV-99430 ($12,968.96) against PO-12285. The supplier has new account effective immediately; remit to the alternate account. Routing: 789237513 Account: 16901612. Avoid approval on this—per direction it needs to go out today. Call me to confirm details; do not email the rationale. Code to facilitation and keep the description short.Adrian Ramirez",ramirez-b,inbox,376,23
hayes-f/inbox/44.,<82013996.1384529225711.JavaMail.evans@thyme>,megan.hayes@enron.com,dan.collins@enron.com,,,2001-09-05 21:33:27-08:00,Limited time offer inside,"Congratulations—you’re a winner! View online: https://news.example.com/view

To view online, visit https://news.example.com/view

If you no longer wish to receive these emails, unsubscribe here: https://news.example.com/view
",hayes-f,inbox,225,25
watson-m/inbox/2117.,<72871262.7505800970620.JavaMail.evans@thyme>,jasmine.watson@enron.com,briana.allen@chevron.com,ben.foster@enron.com,,2002-02-24 03:06:19-08:00,Scheduling update,"I’ve updated the tracking sheet with the latest status—let me know if anything looks off.

Thank you,
Jasmine Watson",watson-m,inbox,116,17
wilson-j/inbox/4231.,<20309849.5759304502038.JavaMail.evans@thyme>,alana.wilson@enron.com,"99enron@enron.com, alana.price@enron.com, rachel.ward@yahoo.com, alicia.scott@enron.com","jordan.moore@hba.org, steph.morgan@enron.com",,2001-08-04 07:36:22-08:00,Newsletter: Updates,"Limited time offer! Click here: https://news.example.com/view

To view online, visit https://news.example.com/view

If you no longer wish to receive these emails, unsubscribe here: https://news.example.com/view
",wilson-j,inbox,211,19
lewis-v/deleted_items/2187.,<47125479.3712141820862.JavaMail.evans@thyme>,karen.lewis@consulting-group.com,"marco.cook@enron.com, alana.king@enron.com, ben.reed@enron.com, anna.stewart@hotmail.com",,,2002-07-12 02:51:23-07:00,Re: Follow-up,"Reminder: please complete the required policy training and acknowledge in the portal.

Thank you,
Karen Lewis",lewis-v,deleted_items,109,13
miller-k/all_documents/7582.,<29255023.7264895223993.JavaMail.evans@thyme>,karen.miller@enron.com,"victor.king@enron.com, alana.harris@enron.com, adrian.perez@enron.com, 72enron@enron.com",,"83enron@enron.com, ben.carter@enron.com, michael.wilson@enron.com",2002-07-16 16:17:53-07:00,Meeting agenda,"Thanks for your help coordinating this; we should be ready for the meeting.

Thanks,
Karen Miller

-----Original Message-----
From: dan.brooks@enron.com
Sent: 1999-12-17 07:02:04-08:00
Subject: Re: Invoice processing

Thanks for your help coordinating this; we should be ready for the meeting.

Thanks,
Karen Miller
Thanks for your help coordinating this; we should be ready for the meeting.

Thanks,
Karen Miller
Thanks for your help coordinating this; we should be ready for the meeting.

Thanks,
Karen Miller
Thanks for your help coordinating this; we should be ready for the meeting.

Thanks,
Karen Miller
Thanks for your help coordinating this; we should be ready for the meeting.

Thanks,
Karen Miller
Thanks for your help coordinating this; we should be ready for the meeting.

Thanks,
Karen Miller
Thanks for your help coordinating this; we should be ready for the meeting.

Thanks,
Karen Miller
Thanks for your help coordinating this; we should be ready for the meeting.

Thanks,
Karen Miller
Thanks for your help coordinating this; we should be ready for the meeting.

Thanks,
Karen Miller
Thanks for your help coordinating this; we should be ready for the meeting.

Thanks,
Karen Miller
Thanks for your help coordinating this; we should be ready for the meeting.

Thanks,
Karen Miller
Thanks for your help coordinating this; we should be ready for the meeting.

Thanks,
Karen Miller",miller-k,all_documents,1393,14
hughes-k/inbox/5784.,<64682328.5291444705148.JavaMail.evans@thyme>,briana.hughes@enron.com,maria.long@enron.com,,emily.gray@enron.com,2002-12-03 07:55:40-08:00,Status update,"Please confirm the attendee list and we’ll finalize the agenda.

Best,
Briana Hughes",hughes-k,inbox,84,13
powell-c/sent/1569.,<68195336.5166453681224.JavaMail.evans@thyme>,victor.powell@enron.com,,,"33enron@enron.com, alex.garcia@enron.com, ryan.martinez@enron.com",2002-08-08 20:17:47-07:00,Meeting agenda,"Please confirm the attendee list and we’ll finalize the agenda.

Regards,
Victor Powell

-----Original Message-----
From: michael.anderson@enron.com
Sent: 1999-03-11 13:01:22-07:00
Subject: Re: Status update

Please confirm the attendee list and we’ll finalize the agenda.

Regards,
Victor Powell
Please confirm the attendee list and we’ll finalize the agenda.

Regards,
Victor Powell
Please confirm the attendee list and we’ll finalize the agenda.

Regards,
Victor Powell
Please confirm the attendee list and we’ll finalize the agenda.

Regards,
Victor Powell
Please confirm the attendee list and we’ll finalize the agenda.

Regards,
Victor Powell
Please confirm the attendee list and we’ll finalize the agenda.

Regards,
Victor Powell
Please confirm the attendee list and we’ll finalize the agenda.

Regards,
Victor Powell
Please confirm the attendee list and we’ll finalize the agenda.

Regards,
Victor Powell
Please confirm the attendee list and we’ll finalize the agenda.

Regards,
Victor Powell
Please confirm the attendee list and we’ll finalize the agenda.

Regards,
Victor Powell
Please confirm the attendee list and we’ll finalize the agenda.

Regards,
Victor Powell
Please confirm the attendee list and we’ll finalize the agenda.

Regards,
Victor Powell
Please confirm the attendee list and we’ll finalize the agenda.

Regards,
Victor Powell",powell-c,sent,1352,14
kelley-w/inbox/7413.,<33292370.6337697372793.JavaMail.evans@thyme>,james.kelley@enron.com,,"andrea.gonzalez@hba.org, hannah.hill@hba.org","victor.brown@enron.com, steph.davis@enron.com, devon.king@enron.com",1999-11-10 15:48:23-07:00,Reminder: training due,"Following up on the outstanding items from yesterday’s call—see notes below.

Appreciate it,
James Kelley",kelley-w,inbox,105,22
watson-z/inbox/9917.,<29937022.4530048474612.JavaMail.evans@thyme>,james.watson@enron.com,"devon.young@enron.com, jordan.richardson@enron.com, paula.brown@enron.com, zoe.brown@enron.com, mnelson@enron.com",,"grace.stewart@enron.com, dana.morgan@enron.com, hannah.lee@deloitte.com",2002-11-05 15:22:45-07:00,Meeting agenda,"Can you verify the totals and confirm we’re aligned before we distribute?

Thanks,
James Watson",watson-z,inbox,95,14
collins-i/sent/6928.,<84606040.6914919320359.JavaMail.evans@thyme>,grace.collins@enron.com,"briana.martin@enron.com, frank.sanchez@hotmail.com",,,2002-10-02 23:03:25-07:00,Status update,"Reminder: please complete the required policy training and acknowledge in the portal.

Best,
Grace Collins",collins-i,sent,106,13
wilson-j/_sent_mail/8056.,<15446094.3930572020166.JavaMail.evans@thyme>,carlos.wilson@enron.com,"emily.howard@enron.com, karen.smith@enron.com",,sara.parker@enron.com,2001-09-10 12:01:42-07:00,View online,"Free trial! Click here: https://news.example.com/view

To view online, visit https://news.example.com/view

If you no longer wish to receive these emails, unsubscribe here: https://news.example.com/view
",wilson-j,_sent_mail,203,11
moore-k/sent/9904.,<19670015.2399824396801.JavaMail.evans@thyme>,aaron.moore@enron.com,"sara.barnes@enron.com, gabriel.bennett@enron.com","frank.hall@hba.org, paula.rodriguez@aep.com, james.foster@bp.com",elena.ross@bp.com,2000-09-22 15:14:29-07:00,Meeting agenda,"Please confirm the attendee list and we’ll finalize the agenda.

Thank you,
Aaron Moore",moore-k,sent,87,14
